source_zip_path	source_sha256	evidence_register_row	evidence_id	register_original_filename_used	register_standardized_filename_used	original_output_path	standardized_output_path
01_ORIGINAL_EVIDENCE/Market Rules/EVC-003_01_0D1231DD-F7F6-4549-AC4D-E4F50B0CBED2-4fba38ca36279654.png	1db63337e749e0f0c9749a04c9a46aa90775c74188b823605a89680e080e58e8	126	EVC-003	Assets/0D1231DD-F7F6-4549-AC4D-E4F50B0CBED2-4fba38ca36279654.png	Market Rules/EVC-003_01_0D1231DD-F7F6-4549-AC4D-E4F50B0CBED2-4fba38ca36279654.png	01_ORIGINAL_EVIDENCE/Market Rules/0D1231DD-F7F6-4549-AC4D-E4F50B0CBED2-4fba38ca36279654.png	04_Standardized_Evidence/Market Rules/EVC-003_01_0D1231DD-F7F6-4549-AC4D-E4F50B0CBED2-4fba38ca36279654.png
01_ORIGINAL_EVIDENCE/Market Rules/EVC-003_02_Screenshot_2026-06-18-12-58-45-16_f052540a-61d5f47e849f384e.jpg	fc6c72a6f32ac09e830080ab03614e30082dcb3ac8f5813f2ff96cfa29da00fe	126	EVC-003	Assets/Screenshot_2026-06-18-12-58-45-16_f052540a-61d5f47e849f384e.jpg	Market Rules/EVC-003_02_Screenshot_2026-06-18-12-58-45-16_f052540a-61d5f47e849f384e.jpg	01_ORIGINAL_EVIDENCE/Market Rules/Screenshot_2026-06-18-12-58-45-16_f052540a-61d5f47e849f384e.jpg	04_Standardized_Evidence/Market Rules/EVC-003_02_Screenshot_2026-06-18-12-58-45-16_f052540a-61d5f47e849f384e.jpg
01_ORIGINAL_EVIDENCE/Market Rules/IMG_3524.jpg	aa5632a5f9747694b59bf0b64c182c263931c74229ecac1b1c7678802273dc6a	128	EVC-005	Assets/IMG_3524-8eaf21a3cadadac4.jpg	News and Goverment Sources/EVC-005_05_IMG_3524-8eaf21a3cadadac4.jpg	01_ORIGINAL_EVIDENCE/Market Rules/IMG_3524-8eaf21a3cadadac4.jpg	04_Standardized_Evidence/Market Rules/EVC-005_05_IMG_3524-8eaf21a3cadadac4.jpg
01_ORIGINAL_EVIDENCE/Market Rules/IMG_3526.jpg	111a620c0fec3d1751942cd827d3d72e551895aadbb7341a91ba44a307ac777e	128	EVC-005	Assets/IMG_3526-7bd2193fb2ae45ba.jpg	News and Goverment Sources/EVC-005_04_IMG_3526-7bd2193fb2ae45ba.jpg	01_ORIGINAL_EVIDENCE/Market Rules/IMG_3526-7bd2193fb2ae45ba.jpg	04_Standardized_Evidence/Market Rules/EVC-005_04_IMG_3526-7bd2193fb2ae45ba.jpg
01_ORIGINAL_EVIDENCE/Market Rules/UMA - Market Rules.png	2919c9b98d311f321c05c21b807cb9d23e24b38a6d8841f93f1277e054a09fea	62	UMA-UI-002	UMA - Market Rules.png	UMA-UI-002_uma_market_rules_vote_3622.png	01_ORIGINAL_EVIDENCE/Market Rules/UMA - Market Rules.png	04_Standardized_Evidence/Market Rules/UMA-UI-002_uma_market_rules_vote_3622.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-002_01_image-c32eff51cca1851e.png	caedfca73fbb749e8aff6942b1add526dcf50e7253b8349e63de58378ba0655e	125	EVC-002	Assets/image-c32eff51cca1851e.png	News and Goverment Sources/EVC-002_01_image-c32eff51cca1851e.png	01_ORIGINAL_EVIDENCE/News and Government Sources/image-c32eff51cca1851e.png	04_Standardized_Evidence/News and Government Sources/EVC-002_01_image-c32eff51cca1851e.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-004_01_image-eacb0676c2672ae6.png	ad6779abda2a1213f476f176a27f23c922a0295c8d37a366a23a4cbeeb0d4fbd	127	EVC-004	Assets/image-eacb0676c2672ae6.png	News and Goverment Sources/EVC-004_01_image-eacb0676c2672ae6.png	01_ORIGINAL_EVIDENCE/News and Government Sources/image-eacb0676c2672ae6.png	04_Standardized_Evidence/News and Government Sources/EVC-004_01_image-eacb0676c2672ae6.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-004_03_image-7cada7c433778219.png	c27a7dee8a0e716e3a1676bee8c6588309f155ad03d3d6b2f540a7d94c6d89f7	127	EVC-004	Assets/image-7cada7c433778219.png	News and Goverment Sources/EVC-004_03_image-7cada7c433778219.png	01_ORIGINAL_EVIDENCE/News and Government Sources/image-7cada7c433778219.png	04_Standardized_Evidence/News and Government Sources/EVC-004_03_image-7cada7c433778219.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-004_04_image-6529976488f15551.png	fee9ccbb0d44126680706b476b806c41eb85b3e10f253d060db345bd7c7e4260	127	EVC-004	Assets/image-6529976488f15551.png	News and Goverment Sources/EVC-004_04_image-6529976488f15551.png	01_ORIGINAL_EVIDENCE/News and Government Sources/image-6529976488f15551.png	04_Standardized_Evidence/News and Government Sources/EVC-004_04_image-6529976488f15551.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-004_05_image-495bdba35fd6ddc9.png	083f1c9a17768abb41ad5b158ed7bba2f05976bc4c6e410db6af77dd7939bc39	127	EVC-004	Assets/image-495bdba35fd6ddc9.png	News and Goverment Sources/EVC-004_05_image-495bdba35fd6ddc9.png	01_ORIGINAL_EVIDENCE/News and Government Sources/image-495bdba35fd6ddc9.png	04_Standardized_Evidence/News and Government Sources/EVC-004_05_image-495bdba35fd6ddc9.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_01_IMG_2121-7b6e3c30fde93c7c.png	c16a07bcd88dbd92f1851559856548fa7b5798eab7d126f1a3335db3a0729bc0	128	EVC-005	Assets/IMG_2121-7b6e3c30fde93c7c.png	News and Goverment Sources/EVC-005_01_IMG_2121-7b6e3c30fde93c7c.png	01_ORIGINAL_EVIDENCE/News and Government Sources/IMG_2121-7b6e3c30fde93c7c.png	04_Standardized_Evidence/News and Government Sources/EVC-005_01_IMG_2121-7b6e3c30fde93c7c.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_02_IMG_2122-8e3e775c9143519c.png	2f06262ec2ff11a5fe0834c66a8b929b4540bf89c0817e204046e95655bee8b2	128	EVC-005	Assets/IMG_2122-8e3e775c9143519c.png	News and Goverment Sources/EVC-005_02_IMG_2122-8e3e775c9143519c.png	01_ORIGINAL_EVIDENCE/News and Government Sources/IMG_2122-8e3e775c9143519c.png	04_Standardized_Evidence/News and Government Sources/EVC-005_02_IMG_2122-8e3e775c9143519c.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_03_IMG_2123-ff4e4bcfd71229ac.png	199579dd1678b7a0884bf39c171fbb213f907b284289d56060a66113c30ef76d	128	EVC-005	Assets/IMG_2123-ff4e4bcfd71229ac.png	News and Goverment Sources/EVC-005_03_IMG_2123-ff4e4bcfd71229ac.png	01_ORIGINAL_EVIDENCE/News and Government Sources/IMG_2123-ff4e4bcfd71229ac.png	04_Standardized_Evidence/News and Government Sources/EVC-005_03_IMG_2123-ff4e4bcfd71229ac.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_04_IMG_3526-7bd2193fb2ae45ba.jpg	111a620c0fec3d1751942cd827d3d72e551895aadbb7341a91ba44a307ac777e	128	EVC-005	Assets/IMG_3526-7bd2193fb2ae45ba.jpg	News and Goverment Sources/EVC-005_04_IMG_3526-7bd2193fb2ae45ba.jpg	01_ORIGINAL_EVIDENCE/News and Government Sources/IMG_3526-7bd2193fb2ae45ba.jpg	04_Standardized_Evidence/News and Government Sources/EVC-005_04_IMG_3526-7bd2193fb2ae45ba.jpg
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_05_IMG_3524-8eaf21a3cadadac4.jpg	aa5632a5f9747694b59bf0b64c182c263931c74229ecac1b1c7678802273dc6a	128	EVC-005	Assets/IMG_3524-8eaf21a3cadadac4.jpg	News and Goverment Sources/EVC-005_05_IMG_3524-8eaf21a3cadadac4.jpg	01_ORIGINAL_EVIDENCE/News and Government Sources/IMG_3524-8eaf21a3cadadac4.jpg	04_Standardized_Evidence/News and Government Sources/EVC-005_05_IMG_3524-8eaf21a3cadadac4.jpg
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_06_IMG_3482-ca26986df53d8d39.png	4bcf4bb926396f33fac2d2895ea874f6a95ace5bda589d61225a804bea3ac1bc	128	EVC-005	Assets/IMG_3482-ca26986df53d8d39.png	News and Goverment Sources/EVC-005_06_IMG_3482-ca26986df53d8d39.png	01_ORIGINAL_EVIDENCE/News and Government Sources/IMG_3482-ca26986df53d8d39.png	04_Standardized_Evidence/News and Government Sources/EVC-005_06_IMG_3482-ca26986df53d8d39.png
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_07_message-22503970b78b530b.txt	6c48c497691c2b52c6190c301a8fcabb226712ede36cde59429f1cbab17b0264	128	EVC-005	Assets/message-22503970b78b530b.txt	News and Goverment Sources/EVC-005_07_message-22503970b78b530b.txt	01_ORIGINAL_EVIDENCE/News and Government Sources/message-22503970b78b530b.txt	04_Standardized_Evidence/News and Government Sources/EVC-005_07_message-22503970b78b530b.txt
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_08_mou1-167abfbe90bd160c.jpeg	ff2becf49c03010d65c1182ee53e1eae03da02dbf7fec1983320a86a5a220bcf	128	EVC-005	Assets/mou1-167abfbe90bd160c.jpeg	News and Goverment Sources/EVC-005_08_mou1-167abfbe90bd160c.jpeg	01_ORIGINAL_EVIDENCE/News and Government Sources/mou1-167abfbe90bd160c.jpeg	04_Standardized_Evidence/News and Government Sources/EVC-005_08_mou1-167abfbe90bd160c.jpeg
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_09_mou2-e527094ff149f3f5.jpeg	bc7deece6d967cef0faf8954fc2c018451555324957f36497bd7dd16de4df5f2	128	EVC-005	Assets/mou2-e527094ff149f3f5.jpeg	News and Goverment Sources/EVC-005_09_mou2-e527094ff149f3f5.jpeg	01_ORIGINAL_EVIDENCE/News and Government Sources/mou2-e527094ff149f3f5.jpeg	04_Standardized_Evidence/News and Government Sources/EVC-005_09_mou2-e527094ff149f3f5.jpeg
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_10_mou3-7555921bb73506bc.jpeg	6c16a9053b3b2f529ca291606f98421cc0d25ca08cf76c77c54d86de82cb7e30	128	EVC-005	Assets/mou3-7555921bb73506bc.jpeg	News and Goverment Sources/EVC-005_10_mou3-7555921bb73506bc.jpeg	01_ORIGINAL_EVIDENCE/News and Government Sources/mou3-7555921bb73506bc.jpeg	04_Standardized_Evidence/News and Government Sources/EVC-005_10_mou3-7555921bb73506bc.jpeg
01_ORIGINAL_EVIDENCE/News and Government Sources/EVC-005_11_2067562439948808366-6aa4b4500bb7b7b2.png	6fbff0e9d84068bf5160c272d5457bac4d60c8d7bc0426e8a2182515f819afc0	128	EVC-005	Assets/2067562439948808366-6aa4b4500bb7b7b2	News and Goverment Sources/EVC-005_11_2067562439948808366-6aa4b4500bb7b7b2.png	01_ORIGINAL_EVIDENCE/News and Government Sources/2067562439948808366-6aa4b4500bb7b7b2	04_Standardized_Evidence/News and Government Sources/EVC-005_11_2067562439948808366-6aa4b4500bb7b7b2.png
01_ORIGINAL_EVIDENCE/Polymarket Statements/EVC-010_01_Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx	e22612dfe3f1c149266e710acbe9dd9a803a256bbf310dc294e5323000569772	133	EVC-010	Assets/Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx	Polymarket Statements/EVC-010_01_Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx	01_ORIGINAL_EVIDENCE/Polymarket Statements/Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx	04_Standardized_Evidence/Polymarket Statements/EVC-010_01_Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx
01_ORIGINAL_EVIDENCE/Polymarket Statements/Screenshot 2026-06-23 032512.png	ceb904385b333f2b9036ab1968eaabaff062f8c3b9d329ba94c4096685d99a51	85	PM-STMT-001	Screenshot 2026-06-23 032512.png	PM-STMT-001_2026-06-23_Polymarket_X_White_House_MOU_Aimed_Ending_Conflict.png	01_ORIGINAL_EVIDENCE/Polymarket Statements/Screenshot 2026-06-23 032512.png	04_Standardized_Evidence/Polymarket Statements/PM-STMT-001_2026-06-23_Polymarket_X_White_House_MOU_Aimed_Ending_Conflict.png
01_ORIGINAL_EVIDENCE/Polymarket Statements/Screenshot 2026-06-23 032537.png	43a648a1b5f8659fb044166246b7ac7c1226325619afab9d4aa6cd62aa89792d	86	PM-STMT-002	Screenshot 2026-06-23 032537.png	PM-STMT-002_2026-06-23_Polymarket_X_Iranian_President_And_White_House_MOU_Posts.png	01_ORIGINAL_EVIDENCE/Polymarket Statements/Screenshot 2026-06-23 032537.png	04_Standardized_Evidence/Polymarket Statements/PM-STMT-002_2026-06-23_Polymarket_X_Iranian_President_And_White_House_MOU_Posts.png
01_ORIGINAL_EVIDENCE/Polymarket Statements/Screenshot_2026-06-22-22-44-37-55_de89569fcedd2ee7e089530771d25907.jpg	1e3aabeea73d7e4ced1ee5f9a908967dc03073a69bfdcb5d8305859e58cb8d0a	87	PM-NEW-001	Screenshot_2026-06-22-22-44-37-55_de89569fcedd2ee7e089530771d25907.jpg	PM-NEW-001_2026-06-22_Polymarket_US_Iran_Final_Nuclear_Deal_Rules_Screenshot.jpg	01_ORIGINAL_EVIDENCE/Polymarket Statements/Screenshot_2026-06-22-22-44-37-55_de89569fcedd2ee7e089530771d25907.jpg	04_Standardized_Evidence/Polymarket Statements/PM-NEW-001_2026-06-22_Polymarket_US_Iran_Final_Nuclear_Deal_Rules_Screenshot.jpg
01_ORIGINAL_EVIDENCE/Resolution Evidence/5B6D9D77-EB60-49D4-8EA5-22919F93ED50.jpg	67a86747c488bc2ac6a6a6239fd0363f1c38b265b2f4068994f7a20b578f9e79	59	PM-RES-001	5B6D9D77-EB60-49D4-8EA5-22919F93ED50.jpg	PM-RES-001_polymarket_mobile_resolution_timeline_final_yes.jpg	01_ORIGINAL_EVIDENCE/Resolution Evidence/5B6D9D77-EB60-49D4-8EA5-22919F93ED50.jpg	04_Standardized_Evidence/Resolution Evidence/PM-RES-001_polymarket_mobile_resolution_timeline_final_yes.jpg
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_064636_Discord.jpg	5d15d55eba774d7dd03dfdf82027ecbb88e186dbe05fee71e96d639a9c5cd224	6	EV-05	Screenshot_20260618_064636_Discord.jpg	EV-015_resolution_proposal_alert_june15_yes_proposer_0x3e8379.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_064636_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-015_resolution_proposal_alert_june15_yes_proposer_0x3e8379.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070233_Discord.jpg	67aef225932385b6612c3b17fa96d065433c9b0bd15eb5a5e76fbea0931a036a	7	EV-07	Screenshot_20260618_070233_Discord.jpg	EV-017_resolution_proposal_alert_july31_yes_proposer_0x3e8379.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070233_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-017_resolution_proposal_alert_july31_yes_proposer_0x3e8379.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070246_Discord.jpg	de1806b098a81b6f0a252c850f5f815bc54c70a2ae967775c76ec89959aab898	8	EV-09	Screenshot_20260618_070246_Discord.jpg	EV-019_resolution_proposal_alert_july31_yes_proposer_0x3e8379_second_capture.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070246_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-019_resolution_proposal_alert_july31_yes_proposer_0x3e8379_second_capture.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070256_Discord.jpg	a954f79cc5b1e62d07b432880bab40e3e6dcdca9f9724210e992076be62cae44	9	EV-010	Screenshot_20260618_070256_Discord.jpg	EV-020_resolution_proposal_alert_june30_yes_proposer_0x3e8379.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070256_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-020_resolution_proposal_alert_june30_yes_proposer_0x3e8379.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070304_Discord.jpg	57af016c311c2450d614babfb63338c763bd9c594a163a13e90b2619a16f597d	10	EV-011	Screenshot_20260618_070304_Discord.jpg	EV-021_resolution_proposal_alert_june15_yes_proposer_0x086cd2.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070304_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-021_resolution_proposal_alert_june15_yes_proposer_0x086cd2.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070311_Discord.jpg	1a30819cfb1b9b8bc8cb08f82d16b7960737fb9ebabbf0008a3b8d0e8677d59c	11	EV-012	Screenshot_20260618_070311_Discord.jpg	EV-022_resolution_proposal_alert_august31_yes_proposer_0x3e8379.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070311_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-022_resolution_proposal_alert_august31_yes_proposer_0x3e8379.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070317_Discord.jpg	06a81a58869f848c779797e8ed965bf5c0092cc646320acd539ec9185dac58b9	12	EV-014	Screenshot_20260618_070317_Discord.jpg	EV-024_resolution_proposal_alert_october31_yes_proposer_0x3e8379.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070317_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-024_resolution_proposal_alert_october31_yes_proposer_0x3e8379.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070325_Discord.jpg	6486fd2a260cbe15ce48be3a570621bf7821fe0f04a211b550aa311ff41ef197	13	EV-016	Screenshot_20260618_070325_Discord.jpg	EV-026_resolution_proposal_alert_october31_yes_proposer_0xd9aa1a.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070325_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-026_resolution_proposal_alert_october31_yes_proposer_0xd9aa1a.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070331_Discord.jpg	1409341148162a425c73966854e9fe00055e274d9ebf6b846dcbe7878d45114d	14	EV-018	Screenshot_20260618_070331_Discord.jpg	EV-028_resolution_proposal_alert_august31_yes_proposer_0x8e0e95.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070331_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-028_resolution_proposal_alert_august31_yes_proposer_0x8e0e95.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070338_Discord.jpg	9ac8ef44a69a6bdffb15f16c12f5693d6c184bbccb9ba8ead338567cd31c06d7	15	EV-020	Screenshot_20260618_070338_Discord.jpg	EV-030_resolution_proposal_alert_december31_yes_proposer_0x8e0e95.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070338_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-030_resolution_proposal_alert_december31_yes_proposer_0x8e0e95.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070344_Discord.jpg	8e07fef6ed061c966c45935736c6b69236158525bef89c2c342b38ae1d5d7978	16	EV-022	Screenshot_20260618_070344_Discord.jpg	EV-032_resolution_proposal_and_dispute_alert_june30_august31.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/Screenshot_20260618_070344_Discord.jpg	04_Standardized_Evidence/Resolution Evidence/EV-032_resolution_proposal_and_dispute_alert_june30_august31.png
01_ORIGINAL_EVIDENCE/Resolution Evidence/UMA - Market Results.png	db2a946f8b663b0f0a56a4825db7814d402271f68f3f0002e30e8e9f1d983b24	61	UMA-UI-001	UMA - Market Results.png	UMA-UI-001_uma_market_results_vote_3622.png	01_ORIGINAL_EVIDENCE/Resolution Evidence/UMA - Market Results.png	04_Standardized_Evidence/Resolution Evidence/UMA-UI-001_uma_market_results_vote_3622.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_01_image-cc785c9e02ccf7d9.png	9c648fad6d1ac4c314633089b609b3264641ffa2967345341c61aa7b4a4a62b8	130	EVC-007	Assets/image-cc785c9e02ccf7d9.png	Trade History/EVC-007_01_image-cc785c9e02ccf7d9.png	01_ORIGINAL_EVIDENCE/Trade History/image-cc785c9e02ccf7d9.png	04_Standardized_Evidence/Trade History/EVC-007_01_image-cc785c9e02ccf7d9.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_02_image-4cae564b791be8ab.png	ae2129fb6e5ba4d0be76b9c9b47f70e0add5b50dedffd525ab2afe2b9fb65396	130	EVC-007	Assets/image-4cae564b791be8ab.png	Trade History/EVC-007_02_image-4cae564b791be8ab.png	01_ORIGINAL_EVIDENCE/Trade History/image-4cae564b791be8ab.png	04_Standardized_Evidence/Trade History/EVC-007_02_image-4cae564b791be8ab.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_03_image-ac0b79efd1165b13.png	b4324dbc50f90ecb8f7082b1bfaf230e9401e964b0e5daba86f613207a9acb5c	130	EVC-007	Assets/image-ac0b79efd1165b13.png	Trade History/EVC-007_03_image-ac0b79efd1165b13.png	01_ORIGINAL_EVIDENCE/Trade History/image-ac0b79efd1165b13.png	04_Standardized_Evidence/Trade History/EVC-007_03_image-ac0b79efd1165b13.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_04_image-525ba283d6165a2f.png	6237bb55f8c1d4bb01b2ccf0366c1c0c8e9da417ca1f0922f1265c3047bebeaf	130	EVC-007	Assets/image-525ba283d6165a2f.png	Trade History/EVC-007_04_image-525ba283d6165a2f.png	01_ORIGINAL_EVIDENCE/Trade History/image-525ba283d6165a2f.png	04_Standardized_Evidence/Trade History/EVC-007_04_image-525ba283d6165a2f.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png	5b425bdfa9c0a152d5eb87c95f4134f3f8ff96eb5a05ec7ccfa965f068dcd65c	130	EVC-007	Assets/image-8bbc2d9eb6d0993a.png	Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png	01_ORIGINAL_EVIDENCE/Trade History/image-8bbc2d9eb6d0993a.png	04_Standardized_Evidence/Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_01_image-7ce372636fe41498.png	e034687fc156f96f24e174185347ec47fa827916e2b776ca265b354dd1b3cbc2	136	EVC-013	Assets/image-7ce372636fe41498.png	Trade History/EVC-013_01_image-7ce372636fe41498.png	01_ORIGINAL_EVIDENCE/Trade History/image-7ce372636fe41498.png	04_Standardized_Evidence/Trade History/EVC-013_01_image-7ce372636fe41498.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_02_image-54b8727d0b2fb06e.png	db758c71efaa1f30312af4c31428fbe01b9bebee3a932b745a2eb2eb16c3dd57	136	EVC-013	Assets/image-54b8727d0b2fb06e.png	Trade History/EVC-013_02_image-54b8727d0b2fb06e.png	01_ORIGINAL_EVIDENCE/Trade History/image-54b8727d0b2fb06e.png	04_Standardized_Evidence/Trade History/EVC-013_02_image-54b8727d0b2fb06e.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_03_image-ff15991947d38402.png	2c30d037c56d7075861acf3407d2a9e622deabc4bd366bfa8a63c54e66d59cce	136	EVC-013	Assets/image-ff15991947d38402.png	Trade History/EVC-013_03_image-ff15991947d38402.png	01_ORIGINAL_EVIDENCE/Trade History/image-ff15991947d38402.png	04_Standardized_Evidence/Trade History/EVC-013_03_image-ff15991947d38402.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_04_image-82bea94596e90bc1.png	7820750c755dc2ff4a5811f1e9b63b89e2b9a1c4a0db794a62c54327ef8498fc	136	EVC-013	Assets/image-82bea94596e90bc1.png	Trade History/EVC-013_04_image-82bea94596e90bc1.png	01_ORIGINAL_EVIDENCE/Trade History/image-82bea94596e90bc1.png	04_Standardized_Evidence/Trade History/EVC-013_04_image-82bea94596e90bc1.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_05_image-91ea74ac2cab894a.png	ed19aa7251458f6d3824b38b426f57ce79ce1949b26230c9847da849aec1d693	136	EVC-013	Assets/image-91ea74ac2cab894a.png	Trade History/EVC-013_05_image-91ea74ac2cab894a.png	01_ORIGINAL_EVIDENCE/Trade History/image-91ea74ac2cab894a.png	04_Standardized_Evidence/Trade History/EVC-013_05_image-91ea74ac2cab894a.png
01_ORIGINAL_EVIDENCE/Trade History/step10/03_all_related_market_yes_buyers.csv	f26e280f47ccc3de43c9612c2db70e7b08a8f59533a82c4220429a8de3d609a1	22	TRADE-001	03_all_related_market_yes_buyers.csv	TRADE-001_all_related_market_yes_buyers.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/03_all_related_market_yes_buyers.csv	04_Standardized_Evidence/Trade History/step10/TRADE-001_all_related_market_yes_buyers.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/04_cross_market_wallet_summary.csv	8b472b85b042717c639e071b34879d6a2dd52ae104ea5e4d5cde3bfc65e7772e	23	TRADE-002	04_cross_market_wallet_summary.csv	TRADE-002_cross_market_yes_buyer_wallet_summary.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/04_cross_market_wallet_summary.csv	04_Standardized_Evidence/Trade History/step10/TRADE-002_cross_market_yes_buyer_wallet_summary.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/04_user_activity_normalized.csv	795c1ab449f9f607dbe1e4fb34a32be879294e983b631d770a1696a5c185fdae	25	ACTIVITY-001	04_user_activity_normalized.csv	ACTIVITY-001_user_activity_normalized_target_market.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/04_user_activity_normalized.csv	04_Standardized_Evidence/Trade History/step10/ACTIVITY-001_user_activity_normalized_target_market.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/06_wallet_redeem_summary.csv	d444000e8f14ef6e72fb7ce71a1d0037c468e5c24bfc5feac58e0e8decef9bf2	30	RED-002	06_wallet_redeem_summary.csv	RED-002_wallet_redeem_summary.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/06_wallet_redeem_summary.csv	04_Standardized_Evidence/Trade History/step10/step10_redemption_outputs/RED-002_wallet_redeem_summary.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/07_step10_redemption_summary.txt	da1a4886844a2f4c728d660f3caa4385499e9d13fbcafe3040b3bb2ff52c1e0d	29	RED-001	07_step10_redemption_summary.txt	RED-001_step10_redemption_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/07_step10_redemption_summary.txt	04_Standardized_Evidence/Trade History/step10/step10_redemption_outputs/RED-001_step10_redemption_summary.txt
01_ORIGINAL_EVIDENCE/Trade History/step11A_and_step11B/step11B_outputs/00_step11B_run_summary.txt	cda5afd89f09afc468ed2e8b57f359de4edd90d715df54c065352e3c9b2d28b7	35	LINK-001	00_step11B_run_summary.txt	LINK-001_step11B_direct_transfer_screen_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step11A_and_step11B/step11B_outputs/00_step11B_run_summary.txt	04_Standardized_Evidence/Trade History/step11A_and_step11B/step11B_outputs/LINK-001_step11B_direct_transfer_screen_summary.txt
